NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_AVAL_1_2021;REC_AVAL_2_2021;REC_AVAL_3_2021;REC_AVAL_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVAL_1_2022;REC_AVAL_2_2022;REC_AVAL_3_2022;REC_AVAL_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-940;Escola Pública;9;1;0D;Não;7,75;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;10;6.25;7,25;6,88;7,67;5;1.0;C;Escola Pública;Veterano;Ágata;6.557;8.5;8.3;7.5;2.9;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.1;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-941;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;E;2022.0;Não;6,33;676.0;92.0;6.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,92;5,11;7.5;5,67;3,67;4,33;9;4.0;7,81;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;Sim;Não;6,75;5.0;Fase 4 (9º ano)
ALUNO-942;Escola Pública;12;2;3F;Não;7,34;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;8.5;5;6,33;7,08;6,22;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-943;Escola Pública;9;0;1A;Não;7,94;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,5;8.8;7.5;6,25;7,81;7,75;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-944;Escola Pública;14;3;3H;Não;5,51;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,58;2.6;6.875;4,33;8,33;5,72;5;3.0;F;Escola Pública;Veterano;Quartzo;4.625;9.2;4.7;5.6;1.3;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;3.6;5.0;Nível 5 (1o EM);-2.0;3.0;G;2017.0;Não;4,18;853.0;146.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,75;2,92;7.5;9,44;0;2,67;1,67;4.0;6,09;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;4,62;2.5;Fase 6 (2º EM)
ALUNO-945;;;;;;0;;;;;;0;;;0;0;0;;3.0;D;Escola Pública;Ingressante;Ametista;7.747;8.8;6.4;7.5;9.0;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Não;8.6;5.0;Nível 5 (1o EM);-2.0;4.0;A;2021.0;Sim;8,51;33.0;4.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,75;1;8.75;8,42;7,83;7,5;9,93;4.0;8,44;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Sim;8,67;5.0;Fase 6 (2º EM)
ALUNO-946;;;;;;0;;;;;;0;;;0;0;0;;3.0;M;Escola Pública;Ingressante;Ametista;7.542;7.9;6.1;7.5;7.1;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;8.1;10.0;Nível 3 (7o e 8o ano);0.0;3.0;K;2021.0;Não;7,41;354.0;41.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;8,78;7.5;7,44;7,17;7;8,17;4.0;7,66;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Sim;Não;7,21;5.0;Fase 4 (9º ano)
ALUNO-947;;;;;;0;;;;;;0;;;0;0;0;;1.0;F;Escola Pública;Ingressante;Ametista;7.310;8.5;8.8;7.5;5.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.1;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;U;2021.0;Não;5,84;747.0;177.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;5,57;7.5;4,5;3,67;5,33;0;2.0;5,63;Mantido na Fase atual;Promovido de Fase;;;Não;Não;5,83;5.0;Fase 2 (5º e 6º ano)
ALUNO-948;Escola Pública;13;2;2C;Não;7,36;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;8.9;7.5;6;7,92;7,44;5;3.0;C;Escola Pública;Veterano;Ametista;6.908;8.3;6.4;7.5;6.2;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7.8;5.0;Nível 4 (9o ano);-1.0;4.0;B;2018.0;Não;6,29;689.0;62.0;11.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;5,78;7.5;4,39;4;5;4,17;4.0;8,13;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Sim;Não;7,42;5.0;Fase 5 (1º EM)
ALUNO-949;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;D;2022.0;Não;7,84;190.0;30.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;9,63;7.5;8,5;1;7;0;3.0;6,04;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7,78;5.0;Fase 3 (7º e 8º ano)
ALUNO-950;Rede Decisão/União;17;2;7A;Sim;8,16;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;9.6;7.5;4,83;7,5;9,29;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-951;Escola Pública;16;0;5B;Não;7,08;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,92;8.8;7.5;6;7,08;6,83;5;6.0;A;Rede Decisão;Veterano;Ametista;7.233;8.3;7.2;7.5;7.0;8.0;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.6;5.0;Nível 7 (3o EM);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-952;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;P;2022.0;Não;7,97;150.0;19.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9,67;7.5;5,5;5;6;0;3.0;6,67;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;8,11;10.0;Fase 2 (5º e 6º ano)
ALUNO-953;UNISA;18;4;8A;;8,42;B;Ametista;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Ponto a melhorar em 2021: As suas notas na Faculdade.;;9,58;10;7.5;7,4;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-954;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;J;2022.0;Não;7,1;456.0;132.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;8,67;5.0;7,25;8,33;6,17;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,5;5.0;Fase 1 (4º ano)
ALUNO-955;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;N;2022.0;Não;8,11;112.0;24.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;1;7.5;7;5;9;0;3.0;6,04;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7,28;10.0;Fase 1 (4º ano)
ALUNO-956;;;;;;0;;;;;;0;;;0;0;0;;0.0;P;Escola Pública;Ingressante;Ametista;7.604;9.0;7.5;7.5;5.9;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7.6;10.0;ALFA  (2o e 3o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-957;Escola Pública;10;1;1N;Não;7,67;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,42;9.2;7.5;7,5;7,29;8,06;5;2.0;N;Rede Decisão;Veterano;Ametista;7.440;7.5;7.5;7.5;5.3;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.9;10.0;Nível 2 (5o e 6o ano);0.0;2.0;L;2019.0;Sim;7,36;375.0;55.0;10.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,5;9,2;5.625;6,92;5,33;8,5;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Sim;8,39;5.0;Fase 3 (7º e 8º ano)
ALUNO-958;Rede Decisão/União;15;2;3J;Sim;8,43;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,17;9.5;8.125;8;8,75;9,11;5;4.0;G;Rede Decisão;Ingressante;Ametista;7.494;7.1;8.1;6.9;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;8.3;5.0;Nível 6 (2o EM);-2.0;5.0;K;2018.0;Sim;6,68;596.0;34.0;7.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,08;8,8;5.0;5,8;5,67;6,5;5,23;4.0;7,03;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Não;Não;6,75;5.0;Fase 7 (3º EM)
ALUNO-959;;;;;;0;;;;;;0;;;0;0;0;;1.0;N;Escola Pública;Ingressante;Ametista;8.064;9.0;10.0;7.5;6.1;8.1;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;9.4;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;R;2021.0;Não;8,09;117.0;26.0;4.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;9,84;7.5;9;9;9;0;3.0;6,25;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7,5;5.0;Fase 3 (7º e 8º ano)
ALUNO-960;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;J;2022.0;Não;6,67;597.0;164.0;14.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;7,9;5.625;4,83;4,83;4,83;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,5;5.0;Fase 1 (4º ano)
ALUNO-961;Escola Pública;9;1;1N;Não;8,66;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;9.4;4.375;1;7,92;8;10;2.0;N;Rede Decisão;Veterano;Ametista;7.261;9.5;7.5;6.3;4.2;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7.9;10.0;Nível 2 (5o e 6o ano);0.0;2.0;L;2019.0;Sim;7,46;331.0;49.0;9.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;9,01;5.625;4,5;1,33;7,67;0;3.0;6,46;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;10.0;Fase 2 (5º e 6º ano)
ALUNO-962;Rede Decisão/União;13;3;3F;Não;5,5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;6.4;4.375;1,33;6,67;4,67;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-963;;;;;;0;;;;;;0;;;0;0;0;;1.0;G;Escola Pública;Ingressante;Ametista;7.885;7.0;9.6;7.5;7.3;8.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase + Bolsa;Não avaliado;Não;8.8;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;L;2021.0;Não;7,28;406.0;106.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6,92;9,33;6.875;7,08;6,17;8;0;3.0;6,04;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,56;5.0;Fase 3 (7º e 8º ano)
ALUNO-964;Escola Pública;11;0;1F;Não;8,03;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8.1;7.5;9;8,13;8;5;2.0;G;Escola Pública;Ingressante;Ágata;6.029;0.0;5.4;7.5;6.3;8.3;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.0;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;F;2021.0;Não;7,72;230.0;32.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,33;8,2;7.5;5,78;5,33;5,67;6,33;4.0;7,66;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;7,87;10.0;Fase 3 (7º e 8º ano)
ALUNO-965;Escola Pública;12;2;2P;Não;7,07;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;6.875;3,5;8,75;8,06;5;3.0;C;Escola Pública;Veterano;Ametista;7.239;8.8;6.1;7.5;5.0;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8.2;10.0;Nível 3 (7o e 8o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-966;;;;;;0;;;;;;0;;;0;0;0;;0.0;K;Escola Pública;Ingressante;Quartzo;3.300;8.0;0.0;7.5;0.0;2.5;Não avaliado;Alocado em Fase anterior;Não avaliado;Não avaliado;Não;5.0;5.0;Nível 2 (5o e 6o ano);-2.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-967;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;M;2021.0;Não;6,99;490.0;139.0;5.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5,39;7.5;9,23;9,27;9,2;0;2.0;4,69;Promovido de Fase;Mantido na Fase atual;;;Não;Não;7,25;5.0;Fase 2 (5º e 6º ano)
ALUNO-968;Escola Pública;16;0;3J;Não;5,58;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;5,83;7.3;6.25;3,67;7,29;6;2.5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-969;;;;;;0;;;;;;0;;;0;0;0;;0.0;J;Escola Pública;Ingressante;Topázio;8.596;9.5;10.0;7.5;7.7;8.8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9.9;5.0;Nível 2 (5o e 6o ano);-2.0;2.0;L;2021.0;Não;8,72;14.0;2.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,5;9,31;7.5;8,83;9,17;8,5;0;3.0;6,67;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;;Sim;Sim;9,11;10.0;Fase 2 (5º e 6º ano)
ALUNO-970;Escola Pública;13;2;2M;Não;7,18;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;6.9;7.5;7;6,88;7,58;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-971;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;S;2022.0;Não;7,48;320.0;95.0;5.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;7,28;7.5;6,17;6,5;5,83;0;2.0;5,94;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,5;10.0;ALFA  (2º e 3º ano)
ALUNO-972;;;;;;0;;;;;;0;;;0;0;0;;0.0;R;Escola Pública;Ingressante;Topázio;8.254;9.5;10.0;7.5;6.6;8.1;Promovido de Fase;Promovido de Fase + Bolsa;Não avaliado;Não avaliado;Sim;9.6;5.0;Nível 1 (4o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-973;Escola Pública;9;1;1N;Não;8,12;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;6.2;7.5;1;6,88;7,44;10;1.0;N;Escola Pública;Veterano;Ágata;5.933;6.3;7.9;6.3;2.7;6.9;Alocado em Fase anterior;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.8;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-974;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;K;2022.0;Não;6,98;495.0;142.0;8.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;7,88;7.5;5,68;5,6;5,77;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,25;5.0;Fase 1 (4º ano)
ALUNO-975;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;U;2022.0;Não;8,18;92.0;24.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,17;7.5;8,83;8,83;8,83;0;2.0;5,63;Promovido de Fase;Promovido de Fase;;;Não;Sim;8,83;5.0;Fase 1 (4º ano)
ALUNO-976;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;T;2022.0;Não;6,8;555.0;159.0;4.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;4,41;6.875;6;7;5;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,33;10.0;ALFA  (2º e 3º ano)
ALUNO-977;;;;;;0;;;;;;0;;;0;0;0;;1.0;B;Escola Pública;Ingressante;Ágata;6.249;9.0;7.1;7.5;5.4;5.8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.1;5.0;Nível 2 (5o e 6o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-978;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;B;2022.0;Não;7,2;427.0;128.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8,5;8,52;6.875;6,5;6,5;6,5;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5.0;Fase 2 (5º e 6º ano)
ALUNO-979;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;1.0;U;2022.0;Não;4,37;845.0;192.0;13.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,92;3,35;7.5;2,83;2,83;2,83;0;2.0;4,38;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;3,75;5.0;Fase 2 (5º e 6º ano)
ALUNO-980;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;A;2022.0;Não;7,58;284.0;79.0;5.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;6,57;8.125;7,35;8,77;5,93;0;2.0;5,63;Mantido na Fase + Bolsa;Mantido na Fase atual;;;Sim;Não;7,08;10.0;ALFA  (2º e 3º ano)
ALUNO-981;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;Q;2022.0;Não;6,85;540.0;153.0;7.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;8,39;6.25;4,75;5,5;4;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7,67;5.0;Fase 2 (5º e 6º ano)
ALUNO-982;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;F;2022.0;Não;6,97;496.0;73.0;11.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;6,85;7.5;4,75;4;5,5;0;3.0;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,89;10.0;Fase 2 (5º e 6º ano)
ALUNO-983;Rede Decisão/União;10;2;2N;Não;7,79;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9.9;3.75;5,5;8,13;8,11;10;3.0;L;Rede Decisão;Veterano;Topázio;8.296;7.9;7.5;7.5;7.2;8.5;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Sim;9.8;10.0;Nível 2 (5o e 6o ano);1.0;3.0;K;2018.0;Sim;7,74;222.0;31.0;6.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,75;9,16;5.625;5,96;5,67;5,83;6,37;4.0;7,97;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase + Bolsa;Não;Não;7,42;10.0;Fase 3 (7º e 8º ano)
